meter,time,reading
RX07001226,0430,0.315
RX07001232,0430,0.518
RX07001235,0430,0.246
RX07001245,0430,0.044
RX07001248,0430,0.2
RX07001255,0430,0.135
RX07001260,0430,0.184
RX07001287,0430,0.23
RX07001291,0430,0.181
RX07001324,0430,0.311
RX07001327,0430,0.787
RX07001329,0430,0.086
RX07001331,0430,0.3
RX07001340,0430,1.364
RX07001345,0430,0.094
RX07001359,0430,0.321
RX07001376,0430,0.12
RX07001407,0430,0.06
RX07001411,0430,0.28
RX07001456,0430,0.09
RX07001499,0430,0.117
RX07001509,0430,0.395
RX07001524,0430,0.227
RX07001529,0430,0.077
RX07001532,0430,1.583
RX07001535,0430,0.288
RX07001536,0430,0.048
RX07001558,0430,0.646
RX07001574,0430,0.394
RX07001832,0430,0.32
RX07001838,0430,0.194
RX07001841,0430,0.131
RX07001865,0430,0.237
RX07001867,0430,0.188
RX07001893,0430,0.094
RX07001907,0430,0.215
RX07001910,0430,0.112
RX07001935,0430,0.129
RX07001945,0430,0.19
RX07001951,0430,0.104
RX07001961,0430,1.578
RX07001966,0430,0.153
RX07001974,0430,0.241
RX07002001,0430,0.276
RX07002014,0430,0.328
RX07002018,0430,0.078
RX07002029,0430,0.471
RX07002033,0430,0.172
RX07002042,0430,0.368
RX07002043,0430,0.18
RX07002054,0430,0.163
RX07002084,0430,0.406
RX07002104,0430,0.19
RX07002106,0430,0.034
RX07002113,0430,0.454
RX07002121,0430,2.333
RX07002128,0430,0.042
RX07002131,0430,0.559
RX07002142,0430,0.08
RX07002154,0430,0.896
RX07002155,0430,0.196
RX07002166,0430,0.266
RX07002167,0430,0.256
RX07002181,0430,0.234
RX07002187,0430,0.224
RX07002199,0430,0.153
RX07002200,0430,0.222
RX07002212,0430,0.086
RX07002223,0430,0.124
RX07002241,0430,0.09
RX07002245,0430,0.18
RX07002250,0430,0.203
RX07002262,0430,0.64
RX07002263,0430,0.116
RX07002268,0430,0.631
RX07002279,0430,0.49
RX07002293,0430,0.2
RX07002308,0430,0.208
RX07002345,0430,0.048
RX07002355,0430,0.141
RX07002366,0430,0.094
RX07002372,0430,0.102
RX07002387,0430,0.653
RX07002404,0430,0.127
RX07002428,0430,0.078
RX07002440,0430,0.086
RX07002454,0430,0.04
RX07002456,0430,0.09
RX07002479,0430,0.118
RX07002488,0430,0.186
RX07002489,0430,0.07
RX07002524,0430,0.098
RX07002529,0430,0.082
RX07002552,0430,0.025
RX07002560,0430,0.178
RX07002568,0430,0.166
RX07002570,0430,0.094
RX07002587,0430,0.093
RX07002604,0430,0.094
RX07002630,0430,0.062
RX07002632,0430,0.148
RX07002648,0430,0.126
RX07002650,0430,0.126
RX07002658,0430,1.826
RX07002666,0430,0.629
RX07002668,0430,0.276
RX07002672,0430,0.16
207860297 ,0500,0.197
207860316 ,0500,0.332
207860322 ,0500,0.146
207860324 ,0500,0.061
207860359 ,0500,0.122
207860373 ,0500,0.508
207860393 ,0500,0.09
207860395 ,0500,0.356
207860402 ,0500,0.468
207860439 ,0500,0.21
207860447 ,0500,0.136
207860451 ,0500,0.09
207860500 ,0500,0.426
207860512 ,0500,0.269
207860520 ,0500,0.457
207860522 ,0500,0.164
207860531 ,0500,0.143
207860541 ,0500,0.212
207860545 ,0500,0.043
207860574 ,0500,0.196
207860604 ,0500,0.282
207860646 ,0500,0.121
207860686 ,0500,0.282
207860705 ,0500,0.215
RD07000023,0500,0.178
RD07000055,0500,0.71
RD07000070,0500,0.23
RD07000081,0500,0.07
RD07000097,0500,0.046
RD07000102,0500,2.137
RD07000309,0500,0.702
RD07000316,0500,0.191
RD07000327,0500,0.0
RX07000023,0500,0.104
RX07000024,0500,0.213
RX07000036,0500,0.311
RX07000043,0500,0.104
RX07000046,0500,0.205
RX07000053,0500,0.171
RX07000072,0500,0.054
RX07000073,0500,0.12
RX07000084,0500,0.98
RX07000087,0500,0.178
RX07000167,0500,0.145
RX07000176,0500,0.124
RX07000177,0500,0.248
RX07000179,0500,0.322
RX07000183,0500,0.116
RX07000190,0500,0.054
RX07000214,0500,0.209
RX07000240,0500,0.097
RX07000253,0500,0.082
RX07000254,0500,0.21
RX07000272,0500,0.126
RX07000281,0500,0.608
RX07000284,0500,0.276
RX07000304,0500,0.174
RX07000305,0500,0.289
RX07000329,0500,0.049
RX07000330,0500,0.215
RX07000331,0500,0.136
RX07000337,0500,0.308
RX07000338,0500,1.618
RX07000372,0500,0.476
RX07000391,0500,0.064
RX07000400,0500,0.084
RX07000404,0500,0.05
RX07000422,0500,0.076
RX07000429,0500,1.806
RX07000440,0500,0.088
RX07000445,0500,0.187
RX07000449,0500,0.143
RX07000460,0500,0.093
RX07000478,0500,0.142
RX07000484,0500,0.795
RX07000494,0500,0.073
RX07000497,0500,2.022
RX07000505,0500,0.114
RX07000517,0500,0.179
RX07000548,0500,0.184
RX07000562,0500,0.083
RX07000575,0500,0.344
RX07000583,0500,2.307
RX07000589,0500,0.082
RX07000616,0500,1.172
RX07000623,0500,0.339
RX07000633,0500,0.088
RX07000664,0500,0.372
RX07000669,0500,0.192
RX07000670,0500,0.14
RX07000680,0500,0.088
RX07000683,0500,0.086
RX07000692,0500,0.895
RX07000698,0500,0.081
RX07000703,0500,0.128
RX07000714,0500,0.096
RX07000715,0500,0.376
RX07000726,0500,0.25
RX07000735,0500,0.09
RX07000756,0500,1.32
RX07000768,0500,0.133
RX07000771,0500,0.064
RX07000775,0500,0.13
RX07000782,0500,0.08
RX07000814,0500,0.08
RX07000830,0500,0.151
RX07000838,0500,0.088
RX07000865,0500,0.218
RX07000872,0500,0.146
RX07000884,0500,0.21
RX07000901,0500,0.064
RX07000908,0500,0.234
RX07000916,0500,0.32
RX07000928,0500,0.848
RX07000952,0500,0.29
RX07000962,0500,0.569
RX07000963,0500,0.208
RX07000967,0500,0.484
RX07000969,0500,0.18
RX07000977,0500,0.11
RX07001044,0500,0.276
RX07001048,0500,0.126
RX07001054,0500,0.064
RX07001061,0500,0.127
RX07001075,0500,0.112
RX07001084,0500,0.18
RX07001093,0500,1.484
RX07001100,0500,1.833
RX07001113,0500,0.262
RX07001127,0500,0.13
RX07001168,0500,0.321
RX07001172,0500,0.787
RX07001211,0500,0.232
RX07001224,0500,0.348
RX07001226,0500,0.322
RX07001232,0500,0.504
RX07001235,0500,0.272
RX07001245,0500,0.05
RX07001248,0500,0.23
RX07001255,0500,0.176
RX07001260,0500,0.244
RX07001287,0500,0.252
RX07001291,0500,0.117
RX07001324,0500,0.228
RX07001327,0500,0.281
RX07001329,0500,0.089
RX07001331,0500,0.944
RX07001340,0500,1.346
RX07001345,0500,0.06
RX07001359,0500,0.321
RX07001376,0500,1.017
RX07001407,0500,0.096
RX07001411,0500,0.078
RX07001456,0500,0.088
RX07001499,0500,0.065
RX07001509,0500,0.323
RX07001524,0500,0.283
RX07001529,0500,0.073
RX07001532,0500,0.362
RX07001535,0500,0.295
RX07001536,0500,0.059
RX07001558,0500,0.714
RX07001574,0500,0.576
RX07001832,0500,0.328
RX07001838,0500,1.288
RX07001841,0500,0.107
RX07001865,0500,0.169
RX07001867,0500,0.272
RX07001893,0500,0.144
RX07001907,0500,0.148
RX07001910,0500,0.115
RX07001935,0500,0.138
RX07001945,0500,0.258
RX07001951,0500,0.148
RX07001961,0500,1.884
RX07001966,0500,0.486
RX07001974,0500,0.23
RX07002001,0500,0.34
RX07002014,0500,0.231
RX07002018,0500,0.076
RX07002029,0500,0.094
RX07002033,0500,0.174
RX07002042,0500,0.739
RX07002043,0500,0.518
RX07002054,0500,0.862
RX07002084,0500,0.344
RX07002104,0500,0.104
RX07002106,0500,0.032
RX07002113,0500,0.414
RX07002121,0500,2.198
RX07002128,0500,0.048
RX07002131,0500,0.967
RX07002142,0500,0.122
RX07002154,0500,0.888
RX07002155,0500,0.206
RX07002166,0500,1.358
RX07002167,0500,0.204
RX07002181,0500,0.948
RX07002187,0500,0.24
RX07002199,0500,0.159
RX07002200,0500,0.577
RX07002212,0500,0.071
RX07002223,0500,0.126
RX07002241,0500,0.119
RX07002245,0500,0.189
RX07002250,0500,0.203
RX07002262,0500,0.42
RX07002263,0500,0.049
RX07002268,0500,1.845
RX07002279,0500,0.187
RX07002293,0500,0.168
RX07002308,0500,0.16
RX07002345,0500,0.046
RX07002355,0500,0.141
RX07002366,0500,0.094
RX07002372,0500,0.158
RX07002387,0500,0.083
RX07002404,0500,0.48
RX07002428,0500,0.444
RX07002440,0500,0.143
RX07002454,0500,0.042
RX07002456,0500,0.218
RX07002479,0500,0.078
RX07002488,0500,0.672
RX07002489,0500,0.08
RX07002524,0500,0.082
RX07002529,0500,0.168
RX07002552,0500,0.023
RX07002560,0500,0.21
RX07002568,0500,0.134
RX07002570,0500,0.436
RX07002587,0500,0.169
RX07002604,0500,0.288
RX07002630,0500,0.06
RX07002632,0500,0.172
RX07002648,0500,0.468
RX07002650,0500,0.846
RX07002658,0500,0.732
RX07002666,0500,0.559
RX07002668,0500,0.214
RX07002672,0500,0.174
207860297 ,0530,0.609
207860316 ,0530,0.69
207860322 ,0530,0.116
207860324 ,0530,0.236
207860359 ,0530,0.124
207860373 ,0530,2.26
207860393 ,0530,0.234
207860395 ,0530,0.235
207860402 ,0530,0.2
207860439 ,0530,0.246
207860447 ,0530,0.103
207860451 ,0530,0.189
207860500 ,0530,0.414
207860512 ,0530,0.295
207860520 ,0530,0.366
207860522 ,0530,0.266
207860531 ,0530,0.168
207860541 ,0530,0.363
207860545 ,0530,0.108
207860574 ,0530,0.017
207860604 ,0530,0.163
207860646 ,0530,0.788
207860686 ,0530,0.237
207860705 ,0530,0.272
RD07000023,0530,0.17
RD07000055,0530,0.77
RD07000070,0530,0.22
RD07000081,0530,0.31
RD07000097,0530,0.161
RD07000102,0530,0.493
RD07000309,0530,0.272
RD07000316,0530,0.523
RD07000327,0530,0.0
RX07000023,0530,0.078
RX07000024,0530,0.277
RX07000036,0530,0.167
RX07000043,0530,0.3
RX07000046,0530,1.353
RX07000053,0530,0.127
RX07000072,0530,0.054
RX07000073,0530,0.118
RX07000084,0530,0.502
RX07000087,0530,0.171
RX07000167,0530,0.117
RX07000176,0530,0.094
RX07000177,0530,0.828
RX07000179,0530,0.362
RX07000183,0530,0.129
RX07000190,0530,0.064
RX07000214,0530,1.625
RX07000240,0530,0.049
RX07000253,0530,0.092
RX07000254,0530,0.232
RX07000272,0530,0.124
RX07000281,0530,0.436
RX07000284,0530,0.287
RX07000304,0530,0.178
RX07000305,0530,0.162
RX07000329,0530,0.09
RX07000330,0530,0.201
RX07000331,0530,0.058
RX07000337,0530,0.322
RX07000338,0530,0.889
RX07000372,0530,0.856
RX07000391,0530,0.783
RX07000400,0530,0.074
RX07000404,0530,0.055
RX07000422,0530,0.07
RX07000429,0530,2.337
RX07000440,0530,0.144
RX07000445,0530,0.674
RX07000449,0530,1.092
RX07000460,0530,0.28
RX07000478,0530,0.168
RX07000484,0530,0.325
RX07000494,0530,0.135
RX07000497,0530,2.389
RX07000505,0530,0.25
RX07000517,0530,0.064
RX07000548,0530,0.17
RX07000562,0530,0.112
RX07000575,0530,0.2
RX07000583,0530,1.826
RX07000589,0530,0.183
RX07000616,0530,1.134
RX07000623,0530,1.283
RX07000633,0530,0.373
RX07000664,0530,0.798
RX07000669,0530,0.248
RX07000670,0530,0.14
RX07000680,0530,0.12
RX07000683,0530,0.466
RX07000692,0530,1.778
RX07000698,0530,0.167
RX07000703,0530,0.25
RX07000714,0530,0.055
RX07000715,0530,2.031
RX07000726,0530,0.297
RX07000735,0530,0.078
RX07000756,0530,1.774
RX07000768,0530,0.98
RX07000771,0530,0.093
RX07000775,0530,0.069
RX07000782,0530,0.464
RX07000814,0530,0.057
RX07000830,0530,0.158
RX07000838,0530,0.06
RX07000865,0530,0.642
RX07000872,0530,0.066
RX07000884,0530,0.468
RX07000901,0530,0.072
RX07000908,0530,0.2
RX07000916,0530,0.257
RX07000928,0530,0.403
RX07000952,0530,0.744
RX07000962,0530,0.616
RX07000963,0530,0.022
RX07000967,0530,0.091
RX07000969,0530,0.372
RX07000977,0530,0.13
RX07001044,0530,0.274
RX07001048,0530,0.124
RX07001054,0530,0.628
RX07001061,0530,0.967
RX07001075,0530,0.408
RX07001084,0530,0.22
RX07001093,0530,0.313
RX07001100,0530,0.704
RX07001113,0530,0.233
RX07001127,0530,0.104
RX07001168,0530,0.475
RX07001172,0530,1.682
RX07001211,0530,0.52
RX07001224,0530,0.318
RX07001226,0530,0.581
RX07001232,0530,0.148
RX07001235,0530,0.244
RX07001245,0530,0.056
RX07001248,0530,0.226
RX07001255,0530,0.595
RX07001260,0530,0.216
RX07001287,0530,0.32
RX07001291,0530,0.254
RX07001324,0530,0.194
RX07001327,0530,0.223
RX07001329,0530,0.128
RX07001331,0530,1.06
RX07001340,0530,0.264
RX07001345,0530,0.108
RX07001359,0530,0.321
RX07001376,0530,0.247
RX07001407,0530,0.119
RX07001411,0530,0.074
RX07001456,0530,0.064
RX07001499,0530,0.136
RX07001509,0530,0.384
RX07001524,0530,0.859
RX07001529,0530,0.491
RX07001532,0530,0.213
RX07001535,0530,0.821
RX07001536,0530,0.052
RX07001558,0530,0.398
RX07001574,0530,0.6
RX07001832,0530,0.316
RX07001838,0530,0.948
RX07001841,0530,0.12
RX07001865,0530,1.24
RX07001867,0530,0.094
RX07001893,0530,0.2
RX07001907,0530,0.07
RX07001910,0530,0.824
RX07001935,0530,0.126
RX07001945,0530,0.234
RX07001951,0530,0.156
RX07001961,0530,1.688
RX07001966,0530,0.083
RX07001974,0530,0.352
RX07002001,0530,0.423
RX07002014,0530,0.211
RX07002018,0530,0.072
RX07002029,0530,0.125
RX07002033,0530,0.385
RX07002042,0530,1.434
RX07002043,0530,1.954
RX07002054,0530,1.723
RX07002084,0530,0.499
RX07002104,0530,0.458
RX07002106,0530,0.032
RX07002113,0530,0.41
RX07002121,0530,1.057
RX07002128,0530,0.057
RX07002131,0530,1.401
RX07002142,0530,0.088
RX07002154,0530,0.898
RX07002155,0530,0.548
RX07002166,0530,0.428
RX07002167,0530,0.114
RX07002181,0530,1.032
RX07002187,0530,0.2
RX07002199,0530,0.164
RX07002200,0530,0.476
RX07002212,0530,0.086
RX07002223,0530,0.448
RX07002241,0530,0.643
RX07002245,0530,0.193
RX07002250,0530,0.171
RX07002262,0530,0.862
RX07002263,0530,0.72
RX07002268,0530,0.325
RX07002279,0530,0.112
RX07002293,0530,0.904
RX07002308,0530,0.28
RX07002345,0530,0.053
RX07002355,0530,0.145
RX07002366,0530,0.104
RX07002372,0530,0.24
RX07002387,0530,0.083
RX07002404,0530,1.512
RX07002428,0530,0.549
RX07002440,0530,0.105
RX07002454,0530,0.046
RX07002456,0530,0.59
RX07002479,0530,0.054
RX07002488,0530,1.272
RX07002489,0530,0.068
RX07002524,0530,0.06
RX07002529,0530,0.402
RX07002552,0530,0.04
RX07002560,0530,0.15
RX07002568,0530,0.114
RX07002570,0530,0.44
RX07002587,0530,0.357
RX07002604,0530,1.108
RX07002630,0530,0.103
RX07002632,0530,0.162
RX07002648,0530,0.17
RX07002650,0530,0.365
RX07002658,0530,1.928
RX07002666,0530,0.162
RX07002668,0530,0.702
RX07002672,0530,0.213
207860297 ,0600,0.24
207860316 ,0600,0.451
207860322 ,0600,1.195
207860324 ,0600,0.288
207860359 ,0600,0.418
207860373 ,0600,2.062
207860393 ,0600,0.117
207860395 ,0600,0.333
207860402 ,0600,0.135
207860439 ,0600,0.684
207860447 ,0600,0.881
207860451 ,0600,0.119
207860500 ,0600,0.363
207860512 ,0600,1.38
207860520 ,0600,0.857
207860522 ,0600,1.62
207860531 ,0600,0.151
207860541 ,0600,0.073
207860545 ,0600,0.693
207860574 ,0600,0.016
207860604 ,0600,0.5
207860646 ,0600,0.926
207860686 ,0600,0.92
207860705 ,0600,0.232
RD07000023,0600,0.458
RD07000055,0600,1.252
RD07000070,0600,0.399
RD07000081,0600,1.382
RD07000097,0600,0.179
RD07000102,0600,0.372
RD07000309,0600,0.456
RD07000316,0600,1.861
RD07000327,0600,0.0
RX07000023,0600,0.059
RX07000024,0600,0.499
RX07000036,0600,0.103
RX07000043,0600,0.904
RX07000046,0600,0.821
RX07000053,0600,0.573
RX07000072,0600,0.052
RX07000073,0600,0.125
RX07000084,0600,0.3
RX07000087,0600,0.131
RX07000167,0600,0.138
RX07000176,0600,0.17
RX07000177,0600,1.704
RX07000179,0600,0.626
RX07000183,0600,0.118
RX07000190,0600,0.136
RX07000214,0600,2.498
RX07000240,0600,0.041
RX07000253,0600,0.08
RX07000254,0600,0.31
RX07000272,0600,0.118
RX07000281,0600,0.303
RX07000284,0600,0.52
RX07000304,0600,0.176
RX07000305,0600,0.14
RX07000329,0600,0.977
RX07000330,0600,0.334
RX07000331,0600,0.652
RX07000337,0600,0.218
RX07000338,0600,0.718
RX07000372,0600,1.361
RX07000391,0600,0.057
RX07000400,0600,0.778
RX07000404,0600,0.048
RX07000422,0600,0.132
RX07000429,0600,0.97
RX07000440,0600,0.084
RX07000445,0600,0.183
RX07000449,0600,0.293
RX07000460,0600,0.198
RX07000478,0600,0.172
RX07000484,0600,0.107
RX07000494,0600,0.443
RX07000497,0600,2.189
RX07000505,0600,0.282
RX07000517,0600,0.085
RX07000548,0600,0.086
RX07000562,0600,0.783
RX07000575,0600,0.424
RX07000583,0600,1.764
RX07000589,0600,0.146
RX07000616,0600,1.278
RX07000623,0600,0.209
RX07000633,0600,0.389
RX07000664,0600,0.312
RX07000669,0600,1.464
RX07000670,0600,1.516
RX07000680,0600,0.096
RX07000683,0600,0.615
RX07000692,0600,1.824
RX07000698,0600,0.178
RX07000703,0600,0.474
RX07000714,0600,0.158
RX07000715,0600,0.272
RX07000726,0600,0.519
RX07000735,0600,0.4
RX07000756,0600,0.363
RX07000768,0600,1.272
RX07000771,0600,0.289
RX07000775,0600,0.35
RX07000782,0600,0.34
RX07000814,0600,0.048
RX07000830,0600,0.295
RX07000838,0600,0.058
RX07000865,0600,1.704
RX07000872,0600,0.122
RX07000884,0600,2.116
RX07000901,0600,0.066
RX07000908,0600,0.213
RX07000916,0600,1.03
RX07000928,0600,1.661
RX07000952,0600,0.372
RX07000962,0600,0.576
RX07000963,0600,0.032
RX07000967,0600,0.081
RX07000969,0600,1.731
RX07000977,0600,0.098
RX07001044,0600,1.216
RX07001048,0600,1.146
RX07001054,0600,0.278
RX07001061,0600,0.335
RX07001075,0600,0.204
RX07001084,0600,0.408
RX07001093,0600,1.653
RX07001100,0600,1.475
RX07001113,0600,1.11
RX07001127,0600,0.712
RX07001168,0600,0.397
RX07001172,0600,1.461
RX07001211,0600,1.978
RX07001224,0600,0.614
RX07001226,0600,1.384
RX07001232,0600,0.172
RX07001235,0600,0.358
RX07001245,0600,0.046
RX07001248,0600,0.216
RX07001255,0600,1.861
RX07001260,0600,0.278
RX07001287,0600,0.5
RX07001291,0600,0.547
RX07001324,0600,0.16
RX07001327,0600,0.447
RX07001329,0600,0.1
RX07001331,0600,0.896
RX07001340,0600,0.434
RX07001345,0600,0.072
RX07001359,0600,0.321
RX07001376,0600,0.68
RX07001407,0600,0.272
RX07001411,0600,0.194
RX07001456,0600,0.11
RX07001499,0600,0.329
RX07001509,0600,0.269
RX07001524,0600,1.977
RX07001529,0600,0.681
RX07001532,0600,0.783
RX07001535,0600,0.598
RX07001536,0600,0.045
RX07001558,0600,1.09
RX07001574,0600,0.576
RX07001832,0600,0.758
RX07001838,0600,1.508
RX07001841,0600,0.326
RX07001865,0600,2.284
RX07001867,0600,0.314
RX07001893,0600,0.478
RX07001907,0600,0.468
RX07001910,0600,2.085
RX07001935,0600,0.133
RX07001945,0600,0.222
RX07001951,0600,0.394
RX07001961,0600,0.718
RX07001966,0600,0.086
RX07001974,0600,0.341
RX07002001,0600,0.615
RX07002014,0600,0.48
RX07002018,0600,0.063
RX07002029,0600,0.349
RX07002033,0600,1.887
RX07002042,0600,3.185
RX07002043,0600,1.044
RX07002054,0600,0.454
RX07002084,0600,0.111
RX07002104,0600,1.086
RX07002106,0600,0.032
RX07002113,0600,0.399
RX07002121,0600,0.151
RX07002128,0600,0.31
RX07002131,0600,0.38
RX07002142,0600,0.078
RX07002154,0600,0.798
RX07002155,0600,0.54
RX07002166,0600,0.296
RX07002167,0600,0.518
RX07002181,0600,1.762
RX07002187,0600,2.036
RX07002199,0600,0.17
RX07002200,0600,0.185
RX07002212,0600,1.713
RX07002223,0600,0.53
RX07002241,0600,0.142
RX07002245,0600,0.153
RX07002250,0600,1.18
RX07002262,0600,0.75
RX07002263,0600,0.547
RX07002268,0600,1.83
RX07002279,0600,0.126
RX07002293,0600,1.13
RX07002308,0600,0.11
RX07002345,0600,0.041
RX07002355,0600,0.195
RX07002366,0600,0.426
RX07002372,0600,1.036
RX07002387,0600,0.083
RX07002404,0600,0.59
RX07002428,0600,0.728
RX07002440,0600,0.185
RX07002454,0600,0.044
RX07002456,0600,0.97
RX07002479,0600,0.096
RX07002488,0600,1.478
RX07002489,0600,0.268
RX07002524,0600,0.084
RX07002529,0600,1.004
RX07002552,0600,0.493
RX07002560,0600,0.094
RX07002568,0600,0.53
RX07002570,0600,0.242
RX07002587,0600,0.472
RX07002604,0600,0.308
RX07002630,0600,0.209
RX07002632,0600,1.23
RX07002648,0600,0.168
RX07002650,0600,0.162
RX07002658,0600,0.438
RX07002666,0600,0.855
RX07002668,0600,0.384
RX07002672,0600,0.478
207860297 ,0630,1.078
207860316 ,0630,1.795
207860322 ,0630,0.328
207860324 ,0630,0.077
207860359 ,0630,0.291
207860373 ,0630,0.729
207860393 ,0630,0.202
207860395 ,0630,1.349
207860402 ,0630,0.134
207860439 ,0630,0.237
207860447 ,0630,1.31
207860451 ,0630,0.541
207860500 ,0630,0.761
207860512 ,0630,1.795
207860520 ,0630,1.269
207860522 ,0630,1.131
207860531 ,0630,0.181
207860541 ,0630,0.444
207860545 ,0630,0.959
207860574 ,0630,0.016
207860604 ,0630,0.484
207860646 ,0630,0.76
207860686 ,0630,0.778
207860705 ,0630,1.098
RD07000023,0630,0.232
RD07000055,0630,0.768
RD07000070,0630,0.517
RD07000081,0630,0.5
RD07000097,0630,0.74
RD07000102,0630,2.068
RD07000309,0630,0.292
RD07000316,0630,0.323
RD07000327,0630,0.0
RX07000023,0630,0.109
RX07000024,0630,0.511
RX07000036,0630,0.161
RX07000043,0630,1.42
RX07000046,0630,0.778
RX07000053,0630,0.408
RX07000072,0630,0.056
RX07000073,0630,0.577
RX07000084,0630,0.17
RX07000087,0630,0.863
RX07000167,0630,0.056
RX07000176,0630,0.456
RX07000177,0630,0.338
RX07000179,0630,0.226
RX07000183,0630,0.195
RX07000190,0630,0.204
RX07000214,0630,2.242
RX07000240,0630,0.08
RX07000253,0630,0.092
RX07000254,0630,0.296
RX07000272,0630,0.321
RX07000281,0630,0.115
RX07000284,0630,1.132
RX07000304,0630,0.186
RX07000305,0630,0.114
RX07000329,0630,0.117
RX07000330,0630,1.296
RX07000331,0630,0.101
RX07000337,0630,0.336
RX07000338,0630,0.532
RX07000372,0630,0.652
RX07000391,0630,0.062
RX07000400,0630,1.154
RX07000404,0630,0.046
RX07000422,0630,0.146
RX07000429,0630,0.74
RX07000440,0630,0.507
RX07000445,0630,0.161
RX07000449,0630,0.256
RX07000460,0630,0.786
RX07000478,0630,0.233
RX07000484,0630,0.619
RX07000494,0630,0.221
RX07000497,0630,0.76
RX07000505,0630,0.188
RX07000517,0630,0.207
RX07000548,0630,0.06
RX07000562,0630,1.54
RX07000575,0630,0.164
RX07000583,0630,0.76
RX07000589,0630,0.214
RX07000616,0630,0.489
RX07000623,0630,0.12
RX07000633,0630,0.122
RX07000664,0630,0.352
RX07000669,0630,0.964
RX07000670,0630,1.512
RX07000680,0630,3.081
RX07000683,0630,0.458
RX07000692,0630,1.851
RX07000698,0630,0.086
RX07000703,0630,0.256
RX07000714,0630,0.115
RX07000715,0630,0.245
RX07000726,0630,0.498
RX07000735,0630,1.048
RX07000756,0630,0.141
RX07000768,0630,1.842
RX07000771,0630,0.164
RX07000775,0630,0.229
RX07000782,0630,0.338
RX07000814,0630,0.059
RX07000830,0630,0.417
RX07000838,0630,0.058
RX07000865,0630,0.24
RX07000872,0630,0.082
RX07000884,0630,2.33
RX07000901,0630,0.22
RX07000908,0630,0.099
RX07000916,0630,1.138
RX07000928,0630,1.513
RX07000952,0630,0.08
RX07000962,0630,0.672
RX07000963,0630,0.036
RX07000967,0630,0.077
RX07000969,0630,0.205
RX07000977,0630,0.13
RX07001044,0630,0.478
RX07001048,0630,0.356
RX07001054,0630,0.104
RX07001061,0630,1.043
RX07001075,0630,0.121
RX07001084,0630,0.446
RX07001093,0630,0.561
RX07001100,0630,1.077
RX07001113,0630,2.676
RX07001127,0630,0.226
RX07001168,0630,0.541
RX07001172,0630,0.13
RX07001211,0630,0.732
RX07001224,0630,0.812
RX07001226,0630,2.149
RX07001232,0630,0.176
RX07001235,0630,0.138
RX07001245,0630,0.058
RX07001248,0630,0.476
RX07001255,0630,0.147
RX07001260,0630,0.348
RX07001287,0630,0.242
RX07001291,0630,0.413
RX07001324,0630,0.125
RX07001327,0630,1.924
RX07001329,0630,0.142
RX07001331,0630,0.672
RX07001340,0630,0.148
RX07001345,0630,0.314
RX07001359,0630,0.321
RX07001376,0630,0.655
RX07001407,0630,0.074
RX07001411,0630,0.326
RX07001456,0630,0.14
RX07001499,0630,0.773
RX07001509,0630,0.417
RX07001524,0630,2.286
RX07001529,0630,0.085
RX07001532,0630,1.655
RX07001535,0630,0.476
RX07001536,0630,0.747
RX07001558,0630,0.736
RX07001574,0630,0.326
RX07001832,0630,1.208
RX07001838,0630,1.36
RX07001841,0630,0.705
RX07001865,0630,0.268
RX07001867,0630,0.206
RX07001893,0630,0.138
RX07001907,0630,0.241
RX07001910,0630,1.116
RX07001935,0630,0.136
RX07001945,0630,0.406
RX07001951,0630,0.29
RX07001961,0630,0.69
RX07001966,0630,1.063
RX07001974,0630,0.333
RX07002001,0630,0.352
RX07002014,0630,0.47
RX07002018,0630,0.237
RX07002029,0630,0.209
RX07002033,0630,0.276
RX07002042,0630,0.922
RX07002043,0630,2.112
RX07002054,0630,1.243
RX07002084,0630,0.064
RX07002104,0630,1.054
RX07002106,0630,0.034
RX07002113,0630,0.56
RX07002121,0630,0.184
RX07002128,0630,0.095
RX07002131,0630,1.832
RX07002142,0630,0.312
RX07002154,0630,0.554
RX07002155,0630,0.824
RX07002166,0630,1.294
RX07002167,0630,0.742
RX07002181,0630,1.912
RX07002187,0630,2.258
RX07002199,0630,0.159
RX07002200,0630,0.239
RX07002212,0630,0.11
RX07002223,0630,0.188
RX07002241,0630,1.069
RX07002245,0630,0.216
RX07002250,0630,0.312
RX07002262,0630,0.408
RX07002263,0630,0.558
RX07002268,0630,0.281
RX07002279,0630,0.146
RX07002293,0630,0.322
RX07002308,0630,0.2
RX07002345,0630,0.053
RX07002355,0630,0.424
RX07002366,0630,1.378
RX07002372,0630,0.294
RX07002387,0630,0.198
RX07002404,0630,1.576
RX07002428,0630,0.363
RX07002440,0630,0.134
RX07002454,0630,0.508
RX07002456,0630,0.364
RX07002479,0630,0.046
RX07002488,0630,0.16
RX07002489,0630,0.554
RX07002524,0630,0.351
RX07002529,0630,1.022
RX07002552,0630,1.681
RX07002560,0630,0.076
RX07002568,0630,1.808
RX07002570,0630,0.714
RX07002587,0630,0.463
RX07002604,0630,0.29
RX07002630,0630,0.127
RX07002632,0630,1.822
RX07002648,0630,0.152
RX07002650,0630,0.235
RX07002658,0630,0.166
RX07002666,0630,0.622
RX07002668,0630,1.332
RX07002672,0630,0.253
207860297 ,0700,1.164
207860316 ,0700,2.006
207860322 ,0700,0.785
207860324 ,0700,0.052
207860359 ,0700,1.568
