Transaction,Date,Price,Product ID,Quantity Purchased,Serial No,User ID,User Type
1284,2016-10-01,1339.97,627,29,2284,6005,b
1285,2016-10-01,1890.05,607,29,2285,7606,c
1286,2016-01-30,4133.29,2889,24,2286,9148,b
1287,2016-02-02,4777.67,1406,33,2287,8960,a
1288,2016-04-02,2643.57,2158,36,2288,6925,a
1289,2016-03-02,2941.82,985,41,2289,8363,c
1290,2016-02-02,5825.63,4343,19,2290,8165,d
1291,2016-01-01,3660.41,1295,21,2291,9269,d
1292,2016-04-02,303.6,4757,3,2292,9789,a
1293,2016-09-01,1633.06,1907,34,2293,5638,b
1294,2016-11-01,3549.93,1485,12,2294,9175,a
1295,2016-01-19,520.37,2900,15,2295,9947,a
1296,2016-06-02,2163.99,4140,38,2296,6819,a
1297,2016-01-24,2375.31,3823,24,2297,9580,c
1298,2016-01-17,3909.89,4928,35,2298,9596,d
1299,2016-06-02,1428.73,4365,25,2299,5507,d
1300,2016-09-02,2725.32,4302,36,2300,6747,d
1301,2016-01-17,603.63,3232,15,2301,5434,d
1302,2016-11-01,629.24,272,33,2302,8148,a
1303,2016-06-02,611.28,1121,1,2303,7039,d
1304,2016-08-02,4076.98,549,39,2304,7270,d
1305,2016-01-25,907.87,2307,39,2305,6393,a
1306,2016-02-01,2155.33,4834,1,2306,9694,a
1307,2016-01-20,2452.17,2543,31,2307,6114,d
1308,2016-01-27,2209.69,4318,13,2308,7690,c
1309,2016-01-22,3663.93,2528,1,2309,5994,b
1310,2016-06-01,346.25,479,36,2310,6524,a
1311,2016-01-20,6075.28,4216,14,2311,9751,c
1312,2016-01-26,1990.81,4760,1,2312,7570,a
1313,2016-09-01,3648.2,347,16,2313,5077,b
1314,2016-09-01,1746.51,4231,33,2314,6235,c
1315,2016-01-25,1227.25,526,1,2315,7447,a
1316,2016-01-13,2879.21,858,25,2316,8823,c
1317,2016-07-01,2343.12,2739,25,2317,7032,c
1318,2016-01-21,4259.53,1739,23,2318,6513,c
1319,2016-01-19,1966.34,1283,19,2319,7938,a
1320,2016-11-02,4049.11,4205,17,2320,5112,d
1321,2016-01-16,929.34,4475,41,2321,5417,d
1322,2016-01-30,6729.94,4748,6,2322,9237,c
1323,2016-12-01,589.99,2817,9,2323,7137,d
1324,2016-01-21,1659.8,1432,30,2324,5316,d
1325,2016-01-13,2300.7,3824,40,2325,5072,a
1326,2016-01-01,4319.82,123,20,-1,7664,d
1327,2016-01-25,267.34,1718,15,2327,8631,b
1328,2016-03-01,3745.53,4186,11,2328,8298,a
1329,2016-01-21,1261.36,957,32,2329,7909,c
1330,2016-01-01,6145.13,1999,10,2330,6278,c
1331,2016-08-02,4392.78,1898,19,2331,5228,b
1332,2016-08-02,1054.32,4454,10,2332,7909,a
1333,2016-01-28,1431.11,1593,18,2333,7338,c
1334,2016-01-01,1359.73,2947,28,2334,6836,b
1335,2016-01-15,,1471,13,2335,6872,c
1336,2016-02-02,5367.6,5080,35,-1,6945,b
1337,2016-12-01,494.63,173,26,2337,8042,d
1338,2016-01-13,1067.08,2238,13,2338,6306,c
1339,2016-07-02,2790.87,4143,7,2339,6208,b
1340,2016-01-21,4983.5,522,33,2340,8711,d
1341,2016-01-25,2210.86,3179,30,2341,7940,b
1342,2016-01-31,2502.96,4034,34,2342,7792,d
1343,2016-01-28,4354.2,3102,39,2343,6485,b
1344,2016-01-30,3114.74,2493,14,2344,5633,d
1345,2016-02-01,3465.6,4207,11,2345,5399,b
1346,2016-04-02,3968.73,3772,8,2346,7329,d
1347,2016-02-02,36.92,500,20,2347,7802,b
1348,2016-01-19,873.92,1919,11,2348,6373,c
1349,2016-01-19,2100.52,1409,20,2349,5144,b
1350,2016-01-17,3182.42,4746,7,2350,8554,d
1351,2016-01-22,2055.77,2136,37,2351,7293,a
1352,2016-04-01,212.38,3015,34,2352,5466,a
1353,2016-04-01,1961.09,4641,13,2353,6857,d
1354,2016-02-02,2076.98,3175,13,2354,6982,d
1355,2016-01-26,5623.22,3697,29,2355,5464,c
1356,2016-01-30,4930.59,2674,39,2356,5954,a
1357,2016-10-02,2164.66,4338,17,2357,8737,d
1358,2016-03-01,2269.25,2304,3,2358,8489,d
1359,2016-01-01,1190.02,1550,9,2359,9864,c
1360,2016-07-02,4150.96,3580,9,2360,5525,a
1361,2016-02-01,2171.24,1668,27,2361,7600,b
1362,2016-03-01,168.38,3131,7,2362,8106,b
1363,2016-05-02,2590.85,2144,40,2363,8229,c
1364,2016-05-01,1126.16,1094,19,2364,8300,a
1365,2016-08-02,145.31,1209,7,2365,9236,b
1366,2016-01-19,6113.08,5005,15,2366,7387,c
1367,2016-12-01,584.03,1103,41,2367,6142,d
1368,2016-01-23,2857.46,1645,16,2368,9598,b
1369,2016-04-02,3882.25,3122,20,2369,9367,b
1370,2016-01-15,425.43,1850,12,2370,7347,a
1371,2016-01-13,3350.56,4412,20,2371,5316,b
1372,2016-01-18,3969.4,4540,6,2372,8342,a
1373,2016-12-01,1790.12,2833,19,2373,5276,d
1374,2016-08-01,199.43,819,27,2374,6803,a
1375,2016-01-16,1105.42,354,2,2375,5123,b
1376,2016-01-14,6355.64,405,39,2376,7138,b
1377,2016-07-02,2072.17,3509,39,2377,9606,b
1378,2016-08-01,2923.21,591,2,2378,5336,d
1379,2016-10-01,1394.79,1108,4,2379,8261,b
1380,2016-02-02,4478.44,4679,5,2380,9717,a
1381,2016-08-01,706.63,515,35,2381,7100,a
1382,2016-08-01,4175.61,2479,10,2382,6357,b
1383,2016-09-01,3638.66,2685,36,2383,6193,c
1384,2016-01-24,3013.47,2870,38,2384,9802,a
1385,2016-01-17,211.01,1405,17,2385,7044,b
1386,2016-05-02,3585.74,2743,30,2386,5114,c
1387,2016-11-01,3314.25,2085,10,2387,8424,d
1388,2016-01-23,393.86,942,20,2388,9682,d
1389,2016-01-19,2258.53,3718,5,2389,7720,d
1390,2016-01-14,1752.23,668,9,2390,9397,d
1391,2016-05-02,4264.44,5034,11,2391,5902,a
1392,2016-11-02,449.74,3781,21,2392,6482,d
1393,2016-10-01,974.92,3073,36,2393,9066,a
1394,2016-01-20,5563.47,3755,22,2394,7757,d
1395,2016-03-01,1062.8,3694,29,2395,8318,c
1396,2016-01-14,963.62,529,7,2396,7136,b
1397,2016-01-24,19.28,4167,14,2397,7571,d
1398,2016-01-29,5552.41,2246,25,2398,9420,a
1399,2016-01-01,2959.21,451,41,2399,6937,b
1400,2016-06-02,512.39,2618,37,2400,7661,d
1401,2016-02-01,1912.71,2767,38,2401,9375,a
1402,2016-01-23,7460.82,3225,37,2402,6964,a
1403,2016-09-02,2444.1,1732,35,2403,7660,c
1404,2016-01-17,3337.28,465,19,2404,6689,c
1405,2016-01-21,1070.46,2925,23,-1,9966,a
1406,2016-01-31,3326.65,4075,16,2406,5019,b
1407,2016-09-01,414.0,3846,3,2407,9324,a
1408,2016-04-01,6616.83,3362,37,2408,8998,d
1409,2016-07-01,499.74,3614,5,2409,9548,d
1410,2016-04-01,1248.07,1377,26,2410,6808,d
1411,2016-01-01,1477.62,473,8,2411,5683,d
1412,2016-01-27,602.79,4030,33,2412,7465,c
1413,2016-02-02,3231.35,1696,12,2413,8926,d
1414,2016-01-31,1051.61,2209,28,2414,7307,c
1415,2016-06-01,1278.84,564,8,2415,8094,d
1416,2016-04-01,1680.96,573,32,2416,6884,a
1417,2016-05-02,3308.44,4478,11,2417,9215,d
1418,2016-09-01,319.05,2809,3,2418,5870,b
1419,2016-01-27,3643.85,433,37,2419,8230,b
1420,2016-01-31,2782.26,3110,28,2420,5637,d
1421,2016-09-02,7079.59,3068,23,2421,6272,b
1422,2016-03-02,5743.98,3999,24,2422,9554,d
1423,2016-04-01,2020.64,2902,2,2423,7864,a
1424,2016-11-01,2606.3,2930,24,2424,6125,d
1425,2016-01-26,6118.53,2303,28,2425,9824,b
1426,2016-01-16,1500.76,1662,24,2426,7844,d
1427,2016-11-01,6603.85,2090,37,2427,6932,c
1428,2016-01-24,2714.35,4916,19,2428,8135,c
1429,2016-07-02,2798.03,3417,41,2429,9168,c
1430,2016-06-02,3613.1,4440,23,2430,8742,c
1431,2016-06-01,583.07,671,21,2431,9536,d
1432,2016-08-01,4612.64,2890,35,-1,7891,b
1433,2016-01-17,5152.6,1982,12,2433,9930,c
1434,2016-01-02,1810.62,1595,40,2434,9801,c
1435,2016-01-25,123.34,4541,35,2435,6214,c
1436,2016-09-01,1494.45,1246,27,2436,7808,b
1437,2016-01-22,3328.17,795,26,2437,5839,a
1438,2016-01-19,980.96,3264,41,2438,5892,c
1439,2016-12-01,1188.68,4245,22,2439,5165,b
1440,2016-01-15,1082.5,561,8,2440,8769,d
1441,2016-01-02,2107.13,3245,6,2441,5990,b
1442,2016-01-24,4328.82,373,18,2442,7680,a
1443,2016-05-01,4454.42,3401,28,2443,8389,d
1444,2016-01-02,3311.1,808,27,2444,9680,a
1445,2016-09-01,3154.56,1540,36,2445,9767,c
1446,2016-01-13,4555.95,1927,19,2446,8191,d
1447,2016-01-25,984.22,3989,11,2447,7389,b
1448,2016-07-01,501.83,2539,14,2448,5593,c
1449,2016-05-01,2188.26,3539,20,2449,8194,d
1450,2016-10-01,537.37,1053,9,2450,7457,a
1451,2016-01-17,385.66,4250,2,2451,8281,a
1452,2016-01-02,1566.19,1666,4,2452,7796,a
1453,2016-11-02,4832.87,2446,31,2453,9168,a
1454,2016-01-20,6646.88,4109,31,2454,8037,b
1455,2016-09-01,1678.09,552,12,2455,6805,a
1456,2016-01-18,0.37,1433,8,2456,6811,a
1457,2016-04-01,692.41,3099,40,2457,7639,a
1458,2016-12-01,2686.6,1841,26,2458,5383,b
1459,2016-12-01,189.14,4214,3,2459,7742,c
1460,2016-01-26,1923.34,2366,26,2460,7318,d
1461,2016-03-02,88.24,1989,28,2461,8637,c
1462,2016-01-21,3867.32,2893,24,2462,6985,a
1463,2016-12-01,3962.92,1918,4,2463,6894,c
1464,2016-01-27,5277.55,4218,13,2464,9745,d
1465,2016-01-21,1302.04,4695,24,2465,7957,c
1466,2016-01-01,581.32,3541,16,2466,7602,a
1467,2016-01-18,3604.81,284,5,2467,5921,d
1468,2016-08-01,1519.25,3412,27,2468,8215,c
1469,2016-01-16,1467.38,611,9,2469,5007,b
1470,2016-01-18,2657.17,4750,3,2470,8326,d
1471,2016-03-01,453.65,2946,14,2471,9663,b
1472,2016-01-20,20.2,4359,21,2472,5735,d
1473,2016-04-02,3635.49,660,34,2473,6077,c
1474,2016-09-01,3861.01,1356,30,2474,8626,a
1475,2016-01-26,1426.89,3165,9,2475,5994,a
1476,2016-02-01,1114.62,3162,12,2476,8610,c
1477,2016-11-01,1317.75,300,3,2477,7334,c
1478,2016-04-02,1496.49,1112,21,2478,7209,c
1479,2016-10-02,5838.89,4298,11,-1,5665,a
1480,2016-01-26,370.0,4184,36,2480,9986,a
1481,2016-11-02,4307.57,1845,8,2481,7577,d
1482,2016-05-02,2804.38,624,26,2482,6897,d
1483,2016-01-01,2998.12,1759,9,2483,7256,b
1484,2016-01-30,2312.9,2936,40,2484,8459,a
1485,2016-01-02,1537.91,2540,19,2485,6316,c
1486,2016-01-13,270.06,4812,39,2486,5604,d
1487,2016-12-01,1014.89,4159,18,2487,8483,a
1488,2016-01-20,1575.85,3543,10,2488,6790,b
1489,2016-01-22,465.77,352,21,2489,5213,d
1490,2016-05-01,,1786,17,2490,9650,d
1491,2016-11-01,515.27,2563,2,2491,5949,c
1492,2016-04-01,2268.73,3100,4,2492,6061,d
1493,2016-11-02,1347.32,3482,34,2493,7934,d
1494,2016-01-30,1937.94,982,26,2494,6344,c
1495,2016-01-02,1025.76,5028,12,2495,6222,c
1496,2016-09-01,3132.65,3466,7,2496,8790,c
1497,2016-11-01,2899.43,4533,29,2497,7566,c
1498,2016-08-02,5409.15,1745,3,2498,8720,c
1499,2016-11-01,3.16,3652,39,2499,6450,c
1500,2016-01-31,3436.88,4367,15,2500,5697,c
1501,2016-10-02,3015.66,3490,3,2501,8674,a
1502,2016-01-28,4571.46,3503,38,2502,9619,a
1503,2016-01-16,3155.4,4372,24,2503,8513,c
1504,2016-01-18,3432.51,782,28,2504,9643,c
1505,2016-07-02,173.54,1856,40,2505,8219,b
1506,2016-01-29,3468.36,550,31,2506,7898,d
1507,2016-01-16,70.38,1451,35,2507,6528,c
1508,2016-06-02,1561.55,1862,6,2508,7485,d
1509,2016-03-01,1923.68,2721,41,2509,9594,c
1510,2016-06-02,2440.76,1106,26,2510,5513,b
1511,2016-12-01,,1732,9,2511,6659,c
1512,2016-01-13,1605.55,4723,26,2512,5155,a
1513,2016-01-29,1312.74,1507,21,2513,8423,d
1514,2016-10-01,494.27,2291,17,2514,8436,d
1515,2016-01-30,288.13,753,11,2515,9299,a
1516,2016-03-02,1394.33,1325,24,2516,5125,d
1517,2016-08-02,2126.3,1990,36,2517,6154,d
1518,2016-07-01,6262.31,1853,40,2518,9685,b
1519,2016-04-01,1658.84,1064,39,2519,9340,d
1520,2016-05-01,2417.4,1194,22,2520,8732,c
1521,2016-01-30,1006.02,2038,14,2521,8362,c
1522,2016-01-30,1399.87,2832,9,2522,7580,b
1523,2016-06-02,649.92,541,13,2523,5181,b
1524,2016-01-21,2281.02,2834,8,2524,5628,a
1525,2016-01-30,636.55,2908,6,2525,5395,c
1526,2016-10-02,3883.1,1005,8,2526,7024,d
1527,2016-01-31,3763.35,1146,7,2527,8536,c
1528,2016-01-27,510.57,2423,6,2528,5300,b
1529,2016-09-02,4661.56,2553,5,2529,7306,b
1530,2016-01-30,3589.18,695,38,2530,5223,b
1531,2016-01-17,2964.55,2151,32,2531,5280,b
1532,2016-02-01,3616.44,3254,21,2532,5146,b
1533,2016-01-22,2043.11,4265,20,-1,7883,c
1534,2016-05-02,5453.88,2807,27,-1,9137,d
1535,2016-11-02,1254.74,4480,39,2535,7652,c
1536,2016-01-27,724.9,1741,37,2536,5292,a
1537,2016-01-18,1436.95,4014,1,2537,8204,a
1538,2016-01-26,1794.53,4065,35,2538,7198,a
1539,2016-01-16,1476.51,128,6,2539,8152,c
1540,2016-01-14,3865.02,1761,17,2540,6807,a
1541,2016-01-21,4906.13,1923,17,2541,5460,a
1542,2016-01-02,5327.07,1539,35,2542,7013,c
1543,2016-01-28,85.25,2019,19,2543,7528,b
1544,2016-01-02,3857.09,1035,11,2544,9554,d
1545,2016-01-02,5155.62,1307,39,2545,7538,a
1546,2016-01-22,3777.89,2974,19,2546,6138,a
1547,2016-01-17,2724.44,4238,4,2547,5982,b
1548,2016-01-20,1599.8,2266,5,2548,6024,b
1549,2016-01-14,2499.8,2752,10,2549,5723,c
1550,2016-01-01,4868.78,3380,34,2550,6904,a
1551,2016-05-02,1325.82,3328,9,2551,7439,b
1552,2016-11-01,4999.73,3848,10,2552,7316,a
1553,2016-09-01,894.64,1578,22,2553,5085,b
1554,2016-11-01,1454.46,268,18,2554,7075,d
1555,2016-01-26,1946.83,504,17,2555,6793,c
1556,2016-01-17,2902.13,311,21,2556,8587,c
1557,2016-01-27,398.76,893,12,2557,7792,b
1558,2016-01-19,931.12,2028,38,2558,7375,a
1559,2016-01-16,916.99,3047,29,2559,6764,a
1560,2016-10-01,560.84,4313,12,2560,8319,b
1561,2016-07-01,3390.78,4328,23,2561,7317,b
1562,2016-01-20,1809.11,1476,29,2562,6040,a
1563,2016-05-01,3687.43,2573,36,2563,5194,a
1564,2016-06-02,466.74,4735,14,2564,8132,d
1565,2016-01-26,788.06,799,32,2565,7993,c
1566,2016-07-02,376.38,1558,25,2566,9046,a
1567,2016-01-26,3097.62,3750,39,2567,8160,a
1568,2016-01-13,5212.36,2757,35,2568,9911,d
1569,2016-01-18,4136.61,1084,5,2569,9541,d
1570,2016-01-26,1160.94,4670,37,2570,6049,a
1571,2016-01-01,75.71,3719,2,2571,8670,b
1572,2016-01-31,2494.72,1013,14,2572,5371,c
1573,2016-01-02,68.25,4328,25,2573,7234,b
1574,2016-01-01,1531.66,919,20,2574,7722,c
1575,2016-02-02,28.67,1675,3,2575,7236,b
1576,2016-01-16,3034.17,822,20,2576,8482,c
1577,2016-01-29,136.33,3095,5,2577,6513,d
1578,2016-01-25,2256.93,382,21,2578,8156,a
1579,2016-01-01,3646.5,4363,16,2579,7054,c
1580,2016-10-02,477.58,3276,14,2580,6925,a
1581,2016-02-01,847.52,1146,39,2581,9005,c
1582,2016-01-26,4847.56,2844,30,2582,9107,a
1583,2016-01-29,1680.25,2847,17,2583,8637,d
1584,2016-05-01,3655.21,1546,40,2584,7930,b
1585,2016-01-01,2750.48,1162,26,2585,9738,b
1586,2016-01-28,7037.56,4827,22,2586,8221,c
1587,2016-12-01,1729.27,5027,40,2587,9258,d
1588,2016-07-02,477.8,5089,6,2588,7193,c
1589,2016-02-02,5716.59,4208,40,2589,5184,a
1590,2016-06-02,6484.68,955,17,2590,7825,a
1591,2016-12-01,3450.21,2424,31,2591,9510,b
1592,2016-01-21,5588.97,4533,4,2592,5300,a
1593,2016-11-01,1103.44,484,25,2593,7914,d
1594,2016-08-02,2458.44,1320,28,2594,9725,a
1595,2016-01-28,2212.92,1854,1,2595,6900,d
1596,2016-01-15,1733.42,4261,27,2596,5814,a
1597,2016-08-02,5203.54,1947,33,2597,9351,a
1598,2016-10-01,96.64,2141,11,2598,5226,c
1599,2016-01-31,510.55,4367,24,2599,7140,c
1600,2016-01-31,229.89,416,3,2600,6838,c
1601,2016-01-23,3657.71,3040,13,2601,8241,b
1602,2016-07-01,422.6,2116,39,2602,7539,b
1603,2016-06-01,2854.97,4040,5,2603,7405,c
1604,2016-01-02,4692.05,2209,1,2604,5925,a
1605,2016-07-02,3974.57,306,33,2605,6728,d
1606,2016-12-01,1228.3,1111,23,2606,7996,b
1607,2016-04-02,577.02,2265,25,2607,9198,c
1608,2016-12-01,427.22,443,29,2608,5495,a
1609,2016-01-30,607.96,2821,39,2609,5807,d
1610,2016-01-19,2253.81,3999,41,2610,8903,b
1611,2016-01-01,4120.21,4913,25,2611,5691,b
1612,2016-06-02,668.12,5066,35,2612,6787,d
1613,2016-01-02,2608.99,4655,29,2613,6164,d
1614,2016-03-02,1430.82,4261,32,2614,9002,c
1615,2016-11-01,9.64,4861,31,2615,7471,d
1616,2016-09-01,1350.29,544,9,2616,9884,a
1617,2016-01-28,683.75,3455,14,2617,7728,d
1618,2016-01-30,3714.89,3921,28,2618,6076,d
1619,2016-01-25,1952.73,1404,5,2619,7942,d
1620,2016-01-25,736.17,3627,21,2620,5869,b
1621,2016-04-01,835.92,213,12,2621,7272,d
1622,2016-01-18,1508.06,2894,37,2622,6926,d
1623,2016-01-18,4093.75,1950,5,2623,8281,d
1624,2016-01-14,428.55,2493,16,2624,8807,d
1625,2016-01-18,5558.71,2633,7,2625,7491,a
1626,2016-08-01,3379.66,2993,7,2626,7693,b
1627,2016-01-14,3754.74,3775,20,2627,5711,d
1628,2016-03-01,366.57,890,18,2628,8055,d
1629,2016-01-22,5601.86,404,5,2629,5730,d
1630,2016-01-02,2921.86,4891,9,2630,7761,d
1631,2016-07-01,3557.82,4195,31,2631,9340,c
1632,2016-01-15,2764.03,4124,26,2632,7164,a
1633,2016-01-28,2843.79,4083,35,2633,5433,a
1634,2016-07-02,5327.94,3240,2,2634,7594,d
1635,2016-11-02,308.88,324,10,2635,5883,b
1636,2016-01-13,2743.99,3201,6,2636,7941,c
1637,2016-01-13,716.43,301,21,2637,5409,b
1638,2016-04-02,353.37,1642,25,2638,7445,a
1639,2016-05-01,1484.0,3134,26,2639,7763,d
1640,2016-01-15,1738.29,4590,35,2640,6617,c
1641,2016-01-14,576.56,2933,12,2641,8669,d
1642,2016-05-02,5850.45,2567,38,2642,8442,c
1643,2016-01-19,1363.04,1338,22,2643,8959,d
1644,2016-01-17,3692.7,3144,39,2644,5376,b
1645,2016-01-25,882.83,4913,22,2645,7707,d
1646,2016-01-29,1469.77,1501,32,2646,5035,b
1647,2016-01-14,668.19,5090,15,2647,6994,b
1648,2016-04-02,1130.26,4769,20,2648,6240,d
1649,2016-01-01,2493.28,4004,8,2649,7101,a
1650,2016-01-26,2152.35,4804,3,2650,7292,a
1651,2016-01-13,1036.74,4726,39,2651,8133,a
1652,2016-01-23,2031.01,3953,9,2652,8685,c
1653,2016-10-02,253.69,2498,31,2653,8825,c
1654,2016-01-18,833.74,3059,9,2654,6549,b
1655,2016-11-01,4115.8,1725,23,2655,9353,b
1656,2016-12-01,3244.47,180,38,2656,9171,b
1657,2016-01-25,661.73,1003,7,2657,7726,b
1658,2016-03-02,1992.44,4249,38,2658,6358,c
1659,2016-09-02,3396.01,4403,22,2659,7374,b
1660,2016-11-02,1672.09,3956,30,2660,8449,c
1661,2016-06-02,93.74,1530,35,2661,9567,c
1662,2016-01-30,1262.77,4286,5,2662,5102,b
1663,2016-10-01,1114.2,1789,36,2663,5958,c
1664,2016-07-02,3192.96,3283,3,2664,6868,b
1665,2016-05-02,1961.25,1644,37,2665,8707,a
1666,2016-06-01,3923.95,4497,28,2666,7398,b
1667,2016-01-26,4712.9,5041,40,2667,6191,c
1668,2016-01-27,756.23,4448,16,2668,7467,b
1669,2016-09-01,3556.14,2886,37,2669,5849,c
1670,2016-01-25,4262.81,2463,3,2670,6844,c
1671,2016-06-02,2881.24,4559,15,2671,9231,d
1672,2016-05-01,672.44,4738,35,2672,7841,a
1673,2016-02-02,371.7,4629,24,2673,7363,a
1674,2016-11-01,280.16,3547,12,2674,9378,a
1675,2016-03-02,6310.48,2949,38,2675,7052,a
1676,2016-01-15,2572.21,1593,38,2676,9932,d
1677,2016-01-01,6423.11,1279,33,2677,6177,a
1678,2016-01-25,57.6,613,15,2678,7632,a
1679,2016-01-19,2198.54,318,4,2679,7228,c
1680,2016-03-02,620.11,2225,40,2680,8330,d
1681,2016-06-02,598.51,4243,26,2681,6407,c
1682,2016-02-02,2001.85,1910,15,2682,5337,a
1683,2016-07-02,3496.81,4724,15,2683,6062,b
1684,2016-05-01,2367.74,4084,17,2684,6757,b
1685,2016-01-17,1226.85,375,15,2685,6589,c
1686,2016-01-24,4649.51,1707,14,2686,5065,d
1687,2016-11-02,2194.7,949,34,2687,7669,d
1688,2016-01-19,214.5,4375,2,2688,7558,c
1689,2016-01-18,1650.68,3933,28,2689,5046,a
1690,2016-09-02,1058.75,2311,7,2690,6149,d
1691,2016-05-02,3225.44,882,33,2691,7505,a
1692,2016-08-01,6210.27,3375,3,2692,6011,a
1693,2016-01-23,3760.49,3169,11,2693,7134,d
1694,2016-01-14,1672.89,1296,14,2694,9735,a
1695,2016-01-15,3949.48,1279,21,2695,5221,a
1696,2016-01-20,804.81,548,10,2696,8139,b
1697,2016-01-24,681.43,518,15,2697,8513,d
1698,2016-01-13,2219.68,2200,26,2698,5453,b
1699,2016-11-02,2479.75,683,19,2699,5063,b
1700,2016-01-19,2758.81,3671,9,2700,5012,b
1701,2016-08-01,2864.89,1101,14,2701,5931,d
1702,2016-01-26,2488.63,984,15,2702,8233,d
1703,2016-01-23,1943.93,282,40,2703,7345,a
1704,2016-01-15,118.73,2416,11,2704,9096,d
1705,2016-01-31,1902.23,2188,11,2705,5125,a
1706,2016-01-28,4304.48,1748,15,2706,8326,a
1707,2016-05-02,1255.37,645,33,2707,5242,b
1708,2016-01-18,4137.98,891,33,2708,7966,c
1709,2016-01-15,1867.92,3722,5,2709,8366,a
1710,2016-01-01,3036.01,497,20,2710,7770,b
1711,2016-01-25,917.83,4089,16,2711,7666,d
1712,2016-01-27,2192.38,792,24,2712,5114,d
1713,2016-01-20,1927.0,660,19,2713,9120,b
1714,2016-10-02,4306.34,1835,32,2714,8267,c
1715,2016-09-02,1397.61,681,36,2715,8427,a
1716,2016-10-02,811.42,1794,34,2716,9156,b
1717,2016-03-02,83.14,2809,30,2717,5773,b
1718,2016-01-31,384.62,4205,29,2718,8710,b
1719,2016-01-15,896.24,2132,8,2719,7340,d
1720,2016-01-01,2139.49,4989,2,2720,5766,d
1721,2016-08-01,2953.65,4089,21,2721,5586,c
1722,2016-01-14,56.32,2006,7,2722,8135,b
1723,2016-10-02,4664.31,3992,25,-1,8084,a
1724,2016-04-01,3468.57,4155,3,2724,7851,c
1725,2016-01-19,475.47,4036,10,2725,7970,c
1726,2016-01-01,1899.16,1290,26,2726,5442,b
1727,2016-02-02,796.0,4753,17,2727,6429,a
1728,2016-06-01,5133.51,2998,29,2728,7676,c
1729,2016-01-28,358.92,3488,6,2729,7293,c
1730,2016-01-02,782.95,4308,33,2730,7632,c
1731,2016-01-25,379.26,4179,29,2731,8962,c
1732,2016-01-29,814.32,4186,36,2732,6506,b
1733,2016-01-30,1423.34,2276,25,2733,6774,c
1734,2016-03-01,372.49,634,21,2734,8574,d
1735,2016-01-15,672.08,4488,7,2735,6731,d
1736,2016-12-01,2272.6,3608,32,2736,7802,c
1737,2016-03-02,2883.82,1148,4,2737,5050,c
1738,2016-01-21,1527.53,1189,31,2738,9346,a
1739,2016-03-01,3603.72,3879,10,2739,5162,d
1740,2016-01-14,2412.91,237,21,2740,6176,b
1741,2016-01-24,1310.44,4040,35,2741,7261,c
1742,2016-11-02,1925.76,3850,26,2742,9384,c
1743,2016-06-01,2405.58,2022,23,2743,7988,d
1744,2016-03-02,1171.76,931,27,2744,8969,d
1745,2016-01-27,1477.81,3026,41,2745,7800,c
1746,2016-01-28,3702.12,3244,8,2746,9361,c
1747,2016-10-01,2951.08,3605,32,2747,6072,c
1748,2016-02-02,5035.0,3401,11,2748,9251,a
1749,2016-01-14,,767,28,2749,7200,b
1750,2016-03-01,4861.92,2642,41,2750,6892,c
1751,2016-01-19,1210.69,4106,5,2751,9411,c
1752,2016-01-28,3120.96,1421,6,2752,9757,c
1753,2016-01-21,231.11,3285,17,2753,8339,b
1754,2016-01-17,1688.12,611,36,2754,5222,a
1755,2016-01-23,54.21,3449,31,2755,5843,c
1756,2016-02-02,2522.68,3123,18,2756,7610,d
1757,2016-02-01,349.54,404,27,2757,9353,d
1758,2016-08-02,3877.13,3661,16,2758,6733,d
1759,2016-01-29,955.47,2221,38,2759,9089,c
1760,2016-04-02,512.11,1578,13,2760,6161,d
1761,2016-01-18,1649.93,3323,16,2761,6162,a
1762,2016-01-21,2739.24,2304,17,2762,6510,a
1763,2016-03-02,1307.25,2776,27,2763,6900,c
1764,2016-01-16,4556.14,2023,6,2764,5630,c
1765,2016-01-13,1298.09,2300,27,2765,8403,a
1766,2016-01-13,,3859,11,2766,7362,a
1767,2016-11-01,2682.24,2978,21,2767,7346,d
1768,2016-01-23,3565.79,1981,6,2768,6599,b
1769,2016-11-02,,2283,38,2769,7824,a
1770,2016-01-01,1638.09,1439,2,2770,9115,c
1771,2016-02-02,4923.83,127,19,2771,7291,d
1772,2016-05-02,3826.12,5083,41,2772,6526,c
1773,2016-10-01,727.69,3293,6,2773,6211,b
1774,2016-08-02,2167.59,1852,26,2774,8787,a
1775,2016-06-01,1160.24,3649,20,2775,8631,a
1776,2016-01-18,949.34,3237,15,2776,7634,b
1777,2016-03-01,760.38,517,12,2777,9787,c
1778,2016-01-30,3489.05,436,34,2778,7277,a
1779,2016-01-23,5847.7,1963,5,2779,5853,a
1780,2016-01-19,3091.82,1876,25,2780,7487,c
1781,2016-04-01,2496.73,3792,2,2781,8756,a
1782,2016-01-18,238.8,183,18,2782,5140,a
1783,2016-04-02,2429.53,594,25,2783,5085,d
1784,2016-04-01,1589.21,627,10,2784,6005,c
1785,2016-03-02,2037.06,607,34,2785,7606,a
1786,2016-01-16,1284.08,2889,4,2786,9148,d
1787,2016-12-01,2341.87,1406,29,2787,8960,d
1788,2016-04-01,1129.32,2158,23,2788,6925,b
1789,2016-03-02,1142.32,985,38,2789,8363,a
1790,2016-01-16,3179.52,4343,38,2790,8165,a
